Bdrms,Baths_total,FinishedSqft,Lotsize,Sale_date,Year,Month,Sale_price
5,2,1505,3690,2021-04-02,2021,4,60000
3,1,1118,4800,2021-03-03,2021,3,85000
3,2,1317,4800,2021-09-03,2021,9,155000
3,2,1432,4800,2021-07-01,2021,7,130000
2,1,1196,4800,2021-04-29,2021,4,98300
3,1,1123,4800,2021-10-06,2021,10,115000
4,2,1555,6477,2021-05-24,2021,5,104000
3,2,1539,6528,2021-08-13,2021,8,58000
6,3,1961,6400,2021-08-24,2021,8,120000
6,2,2220,5940,2021-05-14,2021,5,132500
4,2,1901,5400,2021-05-14,2021,5,80000
6,2,1906,5000,2021-03-17,2021,3,115000
6,4,2096,5490,2021-02-26,2021,2,120000
2,1,1144,3660,2021-06-18,2021,6,85000
5,1,1402,3630,2021-06-09,2021,6,76500
4,2,1112,5940,2021-03-17,2021,3,153000
4,2,1536,7155,2021-05-24,2021,5,92500
4,2,1536,6063,2021-11-19,2021,11,92000
4,2,1536,5934,2021-01-14,2021,1,51000
4,2,1536,5934,2021-08-20,2021,8,105900
3,1,1176,6072,2021-05-28,2021,5,140000
2,2,1200,4800,2021-04-19,2021,4,75000
5,2,1876,4320,2021-01-29,2021,1,81000
2,2,1549,9240,2021-11-10,2021,11,158900
5,2,1438,7280,2021-03-23,2021,3,82500
2,1,816,9240,2021-03-03,2021,3,72000
3,1,927,6160,2021-05-17,2021,5,50000
2,1,926,6160,2021-07-09,2021,7,70000
4,1,1488,6160,2021-08-25,2021,8,139000
4,2,1164,5600,2021-01-04,2021,1,92000
4,2,910,6160,2021-07-28,2021,7,143000
2,1,1150,4620,2021-04-15,2021,4,72500
5,2,1444,6160,2021-06-04,2021,6,80000
2,3,1085,5600,2021-07-19,2021,7,119000
3,1,1081,5600,2021-05-26,2021,5,120000
4,1,968,5040,2021-04-02,2021,4,74500
4,2,1278,4880,2021-02-19,2021,2,150000
4,2,1449,9600,2021-12-03,2021,12,175000
3,2,973,6075,2021-07-09,2021,7,170000
2,2,805,5940,2021-01-12,2021,1,172000
3,3,1577,8960,2021-08-25,2021,8,180000
4,2,1552,6160,2021-08-20,2021,8,167500
4,2,1552,6160,2021-01-08,2021,1,69900
4,1,1188,5600,2021-02-08,2021,2,62500
6,2,2388,5040,2021-05-26,2021,5,180000
3,2,1164,5040,2021-02-24,2021,2,174000
3,1,1326,5160,2021-05-28,2021,5,146500
4,2,1146,5160,2021-04-30,2021,4,175000
4,2,1599,7200,2021-08-06,2021,8,190000
3,1,1084,4920,2021-05-10,2021,5,95000
4,2,2066,4800,2021-09-23,2021,9,162000
2,1,1126,4800,2021-02-05,2021,2,95000
3,2,1184,4920,2021-03-26,2021,3,153000
3,1,1287,4920,2021-04-16,2021,4,135000
3,2,1052,4800,2021-03-05,2021,3,109000
2,1,1008,4920,2021-04-12,2021,4,115000
3,3,1260,4920,2021-07-30,2021,7,160000
3,2,1445,9840,2021-11-01,2021,11,142000
3,1,1188,5280,2021-01-18,2021,1,78000
2,1,768,5280,2021-09-17,2021,9,112000
3,1,968,6480,2021-05-14,2021,5,60000
3,1,1058,6480,2021-06-18,2021,6,70000
4,1,1184,6750,2021-06-15,2021,6,140000
4,2,2084,4800,2021-07-01,2021,7,155000
2,1,1191,7221,2021-03-12,2021,3,154400
3,1,1092,8534,2021-07-09,2021,7,155000
5,2,2137,4800,2021-03-12,2021,3,171500
9,6,3465,7415,2021-07-09,2021,7,300000
4,2,1104,13000,2021-07-13,2021,7,100000
4,2,2072,4800,2021-09-07,2021,9,154000
4,2,2072,4800,2021-11-23,2021,11,134000
3,2,1812,8100,2021-07-21,2021,7,157000
3,2,1645,11760,2021-06-14,2021,6,158000
3,1,1096,4800,2021-06-11,2021,6,150000
4,2,1330,11842,2021-07-01,2021,7,129000
3,1,973,5320,2021-06-03,2021,6,124900
3,1,1202,5320,2021-04-09,2021,4,150000
6,3,2227,5400,2021-01-14,2021,1,127000
4,1,1248,5400,2021-07-07,2021,7,115000
6,2,2040,7452,2021-03-24,2021,3,155000
6,2,1904,6120,2021-07-23,2021,7,175000
6,2,2040,5940,2021-05-11,2021,5,157500
6,2,2040,5940,2021-12-17,2021,12,152000
4,2,1084,8023,2021-07-01,2021,7,120141
3,2,1088,6912,2021-10-05,2021,10,114900
5,5,3065,7217,2021-12-10,2021,12,253500
3,2,1205,6743,2021-04-30,2021,4,172000
3,2,1126,6000,2021-08-10,2021,8,125000
4,2,1236,6000,2021-05-11,2021,5,120000
4,1,1176,6000,2021-01-29,2021,1,116000
4,1,1068,6000,2021-04-16,2021,4,114000
6,2,2323,5880,2021-07-23,2021,7,164000
3,1,1104,16060,2021-09-27,2021,9,111500
3,2,1148,4800,2021-05-17,2021,5,180000
5,2,1870,5280,2021-07-29,2021,7,90000
2,1,1541,11620,2021-08-28,2021,8,150000
5,2,1495,7277,2021-09-02,2021,9,165000
3,1,1241,9440,2021-09-30,2021,9,147000
3,1,1704,7632,2021-02-26,2021,2,180000
3,2,994,7930,2021-08-04,2021,8,172300
6,4,2590,7680,2021-03-15,2021,3,222000
3,2,1120,9796,2021-06-14,2021,6,110000
4,2,1222,9600,2021-09-24,2021,9,150000
4,2,1433,8640,2021-06-18,2021,6,225000
6,4,2305,9000,2021-03-02,2021,3,215000
4,2,1170,9000,2021-08-30,2021,8,180000
3,2,1687,6075,2021-08-30,2021,8,160000
1,2,1207,8450,2021-06-25,2021,6,180000
5,2,2222,6960,2021-04-20,2021,4,145000
6,4,2227,4800,2021-07-20,2021,7,126500
6,4,2402,4800,2021-07-15,2021,7,197000
6,3,2398,4800,2021-09-18,2021,9,220000
6,2,2224,4800,2021-01-22,2021,1,186000
6,4,2774,4800,2021-08-03,2021,8,184000
5,2,1963,4800,2021-05-25,2021,5,145000
6,5,2610,5148,2021-06-16,2021,6,182000
3,1,1176,5040,2021-09-03,2021,9,137500
6,2,2612,5280,2021-11-02,2021,11,185000
2,1,1262,5400,2021-08-13,2021,8,130000
3,1,1134,5400,2021-06-21,2021,6,145000
6,4,2662,5400,2021-06-29,2021,6,172000
4,2,1295,4800,2021-08-19,2021,8,189000
3,1,1034,4800,2021-09-10,2021,9,105000
3,1,1046,5160,2021-03-26,2021,3,125000
4,4,2165,5665,2021-11-19,2021,11,184900
6,3,2536,5040,2021-09-24,2021,9,235000
6,2,2878,5000,2021-03-04,2021,3,184900
4,1,1165,4960,2021-06-30,2021,6,211000
4,2,2332,5640,2021-09-17,2021,9,155000
4,2,1890,5400,2021-08-26,2021,8,140000
5,4,2280,4080,2021-01-05,2021,1,123900
2,1,1540,5330,2021-02-04,2021,2,107500
3,2,1178,4510,2021-08-27,2021,8,201050
3,1,1384,4800,2021-06-25,2021,6,160000
6,2,2203,4800,2021-08-24,2021,8,180000
6,2,2376,4800,2021-08-06,2021,8,120000
3,2,1799,4800,2021-06-29,2021,6,191100
3,2,1091,4800,2021-04-01,2021,4,185000
3,3,1033,7200,2021-06-03,2021,6,170000
3,1,1012,5250,2021-03-04,2021,3,148000
3,2,1512,5250,2021-09-17,2021,9,195000
2,2,1125,5250,2021-07-29,2021,7,145000
5,3,2013,5460,2021-08-12,2021,8,207000
4,3,1364,5460,2021-08-23,2021,8,179900
6,2,2528,5460,2021-05-26,2021,5,134900
3,1,1355,5460,2021-03-16,2021,3,117000
4,2,2284,5460,2021-09-10,2021,9,185000
3,1,1045,5250,2021-02-18,2021,2,125000
3,2,1013,4620,2021-05-28,2021,5,118000
3,2,1509,5250,2021-06-17,2021,6,133000
3,2,1235,5460,2021-07-13,2021,7,175000
4,2,2200,5625,2021-02-16,2021,2,155000
2,1,684,5000,2021-07-12,2021,7,80000
5,3,2129,5715,2021-05-27,2021,5,85000
3,2,1219,6580,2021-05-28,2021,5,158000
5,2,2289,9840,2021-04-28,2021,4,150000
4,1,1446,7498,2021-03-24,2021,3,160000
2,1,1116,4920,2021-03-04,2021,3,96000
2,2,1068,4920,2021-06-07,2021,6,140000
2,1,1417,4920,2021-09-10,2021,9,150000
3,1,1165,4920,2021-05-28,2021,5,145000
2,2,1109,5520,2021-07-15,2021,7,150000
3,2,1513,4800,2021-07-30,2021,7,138000
4,1,1542,4800,2021-09-30,2021,9,130000
3,2,1229,4800,2021-06-24,2021,6,203500
3,2,1229,4800,2021-02-18,2021,2,81000
3,2,1831,4800,2021-07-29,2021,7,125000
4,1,1301,5520,2021-04-30,2021,4,63000
4,2,1903,8960,2021-02-05,2021,2,140000
3,1,1152,6250,2021-05-03,2021,5,169900
4,2,1952,4600,2021-07-23,2021,7,72500
3,2,1600,13578,2021-03-26,2021,3,133000
2,2,1092,6028,2021-10-22,2021,10,135000
3,2,1059,5934,2021-01-15,2021,1,69000
3,2,1059,5934,2021-06-07,2021,6,170000
5,2,2002,7172,2021-10-08,2021,10,154000
2,1,900,5842,2021-04-05,2021,4,50000
4,1,1012,5842,2021-08-23,2021,8,57000
4,1,1180,4572,2021-07-22,2021,7,58000
4,2,1615,5808,2021-05-27,2021,5,110000
1,1,1213,5842,2021-08-12,2021,8,75000
3,1,1080,5808,2021-09-21,2021,9,220000
4,1,1057,6028,2021-06-30,2021,6,114300
4,1,1065,5040,2021-08-12,2021,8,80900
3,2,1512,5280,2021-10-29,2021,10,185000
4,2,1564,6028,2021-05-18,2021,5,72000
4,2,1211,5160,2021-02-12,2021,2,156000
3,2,1021,3894,2021-12-01,2021,12,120000
4,2,2016,5324,2021-07-29,2021,7,73000
3,2,1977,5400,2021-05-28,2021,5,180000
3,2,1268,4800,2021-06-01,2021,6,127000
3,2,1258,4800,2021-09-30,2021,9,185000
3,1,1169,4800,2021-02-24,2021,2,62000
3,2,1516,4800,2021-07-30,2021,7,150000
3,1,986,5002,2021-03-26,2021,3,67000
3,2,996,3600,2021-09-14,2021,9,100000
4,2,1454,3600,2021-08-12,2021,8,145000
4,1,1240,3600,2021-06-09,2021,6,69900
4,1,1588,3600,2021-09-28,2021,9,88500
3,1,1670,7740,2021-03-26,2021,3,49000
3,1,1458,5400,2021-03-03,2021,3,71000
3,1,1134,4200,2021-11-30,2021,11,65000
3,2,1400,3600,2021-07-15,2021,7,143000
3,2,1330,6960,2021-02-05,2021,2,97000
2,1,1141,0,2021-08-19,2021,8,73000
3,1,1013,4800,2021-07-07,2021,7,71000
3,2,1229,4800,2021-11-11,2021,11,88000
4,2,1741,4800,2021-02-08,2021,2,69500
3,2,1090,3600,2021-12-30,2021,12,80000
4,2,2152,4440,2021-11-17,2021,11,124400
4,2,1738,3600,2021-04-22,2021,4,123000
3,2,1479,3600,2021-03-05,2021,3,45000
4,1,1489,3600,2021-07-13,2021,7,85000
3,2,1883,3600,2021-06-29,2021,6,184900
2,1,1030,3600,2021-07-09,2021,7,22000
3,2,1851,3600,2021-01-08,2021,1,46900
5,3,2298,3600,2021-10-12,2021,10,60000
4,2,1596,4428,2021-07-12,2021,7,78900
4,1,1015,4788,2021-09-07,2021,9,70000
4,3,2018,4800,2021-06-22,2021,6,125000
3,2,1101,4800,2021-03-19,2021,3,110000
3,2,1237,4800,2021-01-13,2021,1,153500
3,1,1048,5074,2021-04-16,2021,4,65000
3,1,1394,4440,2021-12-02,2021,12,99000
3,1,1527,4800,2021-05-04,2021,5,92000
2,2,926,4800,2021-04-30,2021,4,100000
3,2,1459,3850,2021-05-06,2021,5,44000
3,1,1320,5400,2021-04-29,2021,4,88300
3,2,1419,7200,2021-05-24,2021,5,69900
3,2,1499,3600,2021-04-28,2021,4,60000
4,1,1407,4644,2021-06-03,2021,6,76000
4,2,2128,5200,2021-03-09,2021,3,79500
4,2,2128,5200,2021-03-19,2021,3,163000
3,1,1167,3600,2021-04-01,2021,4,75000
3,1,1190,3600,2021-03-24,2021,3,61000
3,2,1714,5400,2021-06-09,2021,6,70000
4,1,1445,3600,2021-09-09,2021,9,76500
3,2,1333,3600,2021-03-17,2021,3,68000
4,2,1760,3600,2021-01-27,2021,1,75000
3,2,1827,4720,2021-01-14,2021,1,97000
3,1,1144,5160,2021-05-27,2021,5,105000
4,2,2179,4968,2021-06-07,2021,6,70000
4,2,2061,4800,2021-09-01,2021,9,85500
5,2,2376,5400,2021-07-29,2021,7,119000
4,1,1488,4800,2021-05-28,2021,5,119000
3,2,1217,4920,2021-12-10,2021,12,132500
4,1,1152,4800,2021-03-09,2021,3,114000
3,2,1272,4800,2021-04-09,2021,4,82000
3,1,860,5080,2021-04-07,2021,4,99000
3,1,990,5207,2021-09-10,2021,9,71000
4,2,1907,4120,2021-06-29,2021,6,86000
3,1,1325,4074,2021-05-18,2021,5,115000
4,3,2108,13230,2021-03-03,2021,3,188600
6,2,2440,5080,2021-04-30,2021,4,140000
3,2,1159,4838,2021-11-08,2021,11,119900
4,1,1078,5000,2021-07-20,2021,7,92700
4,2,1453,5289,2021-02-03,2021,2,69900
2,1,929,4800,2021-08-16,2021,8,115000
3,1,932,5076,2021-08-17,2021,8,74000
3,1,1641,5875,2021-12-16,2021,12,89000
3,1,1357,4800,2021-06-30,2021,6,53000
4,2,1680,3840,2021-08-18,2021,8,100000
3,2,1450,3600,2021-07-02,2021,7,55000
3,2,1264,5520,2021-09-03,2021,9,110000
4,2,1620,3600,2021-10-20,2021,10,100000
2,1,1162,4920,2021-01-28,2021,1,85000
4,2,2259,5248,2021-07-13,2021,7,125500
4,2,2210,4797,2021-01-04,2021,1,84500
4,2,1759,5600,2021-07-13,2021,7,145000
3,2,1750,4920,2021-09-01,2021,9,85500
4,1,1290,5400,2021-03-10,2021,3,61000
3,1,1130,4800,2021-05-07,2021,5,66368
3,1,1592,6028,2021-04-29,2021,4,89000
3,1,1146,5040,2021-04-14,2021,4,105000
2,1,1526,4920,2021-03-31,2021,3,83500
5,2,2264,5040,2021-06-18,2021,6,124000
5,2,1859,5248,2021-09-03,2021,9,181000
4,2,1651,5248,2021-06-01,2021,6,135000
3,1,1148,4477,2021-05-03,2021,5,62000
3,2,1345,5160,2021-08-05,2021,8,117000
3,3,1551,5000,2021-08-27,2021,8,175000
4,2,2107,5000,2021-01-08,2021,1,90000
4,2,2109,4998,2021-12-01,2021,12,125000
4,2,1567,3745,2021-08-18,2021,8,110000
3,2,2001,4760,2021-05-13,2021,5,128000
4,2,2228,4760,2021-07-19,2021,7,75000
4,2,2068,4760,2021-05-05,2021,5,74900
3,2,1681,4445,2021-10-11,2021,10,120500
4,2,1756,6240,2021-08-09,2021,8,70000
4,1,1617,4445,2021-05-19,2021,5,112000
4,2,2063,3910,2021-06-04,2021,6,75000
4,1,1581,5117,2021-07-20,2021,7,45000
3,3,1539,5117,2021-09-15,2021,9,200000
3,2,1857,5074,2021-02-15,2021,2,101000
2,1,1500,4601,2021-06-07,2021,6,92000
2,1,1848,7200,2021-03-02,2021,3,56000
3,1,1538,4960,2021-07-12,2021,7,102000
3,3,1329,5535,2021-01-20,2021,1,40500
4,2,2309,4800,2021-03-17,2021,3,84400
4,2,1672,5400,2021-02-02,2021,2,79900
3,1,998,4800,2021-03-23,2021,3,76000
3,2,991,4920,2021-09-23,2021,9,150000
2,2,1150,4988,2021-04-09,2021,4,149000
3,2,1152,6263,2021-05-19,2021,5,160000
2,2,1357,7350,2021-07-23,2021,7,160000
4,2,2594,4800,2021-11-10,2021,11,120000
4,2,2268,5628,2021-12-30,2021,12,140000
3,3,2014,4620,2021-05-28,2021,5,205500
3,2,1638,4872,2021-02-19,2021,2,105000
3,2,1496,4872,2021-05-24,2021,5,150000
3,2,1551,4988,2021-04-27,2021,4,94500
3,2,1139,8448,2021-03-09,2021,3,153000
4,2,1211,3948,2021-05-13,2021,5,50000
5,3,2300,7749,2021-04-21,2021,4,146000
4,2,1402,5888,2021-02-03,2021,2,141000
2,1,990,4312,2021-01-15,2021,1,96000
2,1,1035,4235,2021-11-30,2021,11,107500
3,2,1117,5888,2021-02-18,2021,2,150000
2,2,1330,5934,2021-03-01,2021,3,179000
4,3,1443,5888,2021-08-30,2021,8,90765
3,1,1148,4830,2021-07-20,2021,7,68000
2,1,1225,4200,2021-11-15,2021,11,170100
6,2,2181,5400,2021-03-31,2021,3,123000
5,3,2378,7020,2021-12-22,2021,12,150000
3,1,1122,4800,2021-06-18,2021,6,130000
3,2,1100,4800,2021-07-21,2021,7,159900
2,1,1100,4800,2021-01-21,2021,1,70000
4,2,1528,4800,2021-05-27,2021,5,75500
3,1,900,4800,2021-02-26,2021,2,64000
3,3,1954,5040,2021-07-01,2021,7,112390
6,3,2254,4200,2021-07-16,2021,7,161500
3,1,1105,4680,2021-12-01,2021,12,90000
4,2,1518,4680,2021-01-28,2021,1,105000
3,2,1227,4914,2021-05-13,2021,5,70000
3,1,993,4920,2021-09-07,2021,9,75000
4,2,1256,4920,2021-02-24,2021,2,156000
2,2,1309,4960,2021-04-30,2021,4,75000
3,1,1456,4800,2021-06-14,2021,6,70000
3,2,1313,6240,2021-11-22,2021,11,102500
4,1,1012,5480,2021-02-24,2021,2,102500
3,2,1452,5289,2021-08-30,2021,8,207000
3,3,1374,4920,2021-01-29,2021,1,159000
3,2,1036,4800,2021-08-31,2021,8,149900
3,2,1010,5412,2021-04-09,2021,4,173000
3,2,1650,5720,2021-05-14,2021,5,175000
2,1,903,5330,2021-01-14,2021,1,150900
3,1,1130,5200,2021-06-18,2021,6,157900
4,1,1125,5200,2021-04-09,2021,4,139900
3,2,1991,5200,2021-04-02,2021,4,180000
3,2,1268,5200,2021-07-01,2021,7,153000
2,1,1033,5200,2021-03-23,2021,3,85000
3,1,1422,5400,2021-02-27,2021,2,95000
6,4,2520,5400,2021-05-13,2021,5,185000
4,3,2798,6318,2021-07-12,2021,7,180000
2,1,1264,6120,2021-07-27,2021,7,125500
4,2,1715,6000,2021-01-29,2021,1,169900
3,2,1040,8190,2021-05-19,2021,5,160000
6,4,2668,6192,2021-01-27,2021,1,199900
6,4,2594,7800,2021-07-30,2021,7,225000
4,2,2008,5080,2021-01-06,2021,1,180000
4,2,1176,5120,2021-08-17,2021,8,180000
4,2,2101,4800,2021-06-01,2021,6,180000
4,3,2220,5120,2021-08-09,2021,8,160000
4,2,2102,5280,2021-01-15,2021,1,180000
4,4,2254,6360,2021-01-15,2021,1,175000
5,2,1841,5080,2021-09-08,2021,9,195000
6,4,2862,5280,2021-06-25,2021,6,214000
6,2,2168,4800,2021-09-02,2021,9,160000
6,2,2168,4800,2021-07-20,2021,7,179900
3,1,1386,4920,2021-06-01,2021,6,215000
4,2,1890,4920,2021-05-05,2021,5,168000
4,2,1890,5461,2021-01-28,2021,1,157000
3,3,1424,5984,2021-04-30,2021,4,179900
4,2,1416,6424,2021-08-11,2021,8,230000
6,2,2492,5460,2021-04-15,2021,4,230000
5,2,1814,6022,2021-08-09,2021,8,181000
5,2,2516,4800,2021-05-17,2021,5,190000
4,3,1804,9199,2021-03-24,2021,3,186000
3,2,1725,10281,2021-09-04,2021,9,240000
5,4,2580,8097,2021-03-19,2021,3,265000
4,2,1176,4800,2021-03-25,2021,3,185000
4,2,2002,5500,2021-05-14,2021,5,163200
5,2,2003,5500,2021-03-16,2021,3,201000
5,2,2186,5500,2021-08-20,2021,8,210000
3,2,1789,7200,2021-07-16,2021,7,192000
6,2,2052,6000,2021-07-15,2021,7,199900
4,1,1105,6441,2021-08-26,2021,8,146500
3,2,1415,7300,2021-11-19,2021,11,169900
3,2,1356,5400,2021-01-05,2021,1,189000
5,2,2074,12000,2021-07-19,2021,7,248800
3,1,1176,5040,2021-04-21,2021,4,191000
4,4,2270,14760,2021-08-18,2021,8,285000
7,4,3374,6000,2021-09-03,2021,9,320000
3,2,1212,6600,2021-01-14,2021,1,215000
4,2,1190,6000,2021-06-04,2021,6,230000
3,3,1263,6000,2021-09-27,2021,9,272000
4,1,1337,5450,2021-08-30,2021,8,205000
3,1,1132,6000,2021-08-16,2021,8,150000
3,2,1048,6000,2021-08-31,2021,8,241000
3,2,1422,4840,2021-05-17,2021,5,240000
4,2,1381,5106,2021-02-05,2021,2,195900
3,1,994,5031,2021-05-06,2021,5,130000
3,1,1055,5060,2021-01-25,2021,1,174900
3,1,1012,5060,2021-01-25,2021,1,168900
3,1,1181,4950,2021-05-20,2021,5,210700
3,2,1041,4840,2021-08-31,2021,8,200000
3,2,1177,4773,2021-06-03,2021,6,170000
3,2,1478,4914,2021-01-15,2021,1,199000
3,1,1134,4800,2021-04-30,2021,4,174900
4,2,1078,4950,2021-08-06,2021,8,225000
3,1,1279,4995,2021-01-15,2021,1,189900
5,3,2014,4800,2021-08-13,2021,8,190000
3,2,1360,4920,2021-03-15,2021,3,179900
4,1,1407,4800,2021-02-10,2021,2,185000
3,1,1249,4920,2021-05-28,2021,5,155000
4,2,1126,4800,2021-06-18,2021,6,170000
3,1,1392,5080,2021-07-07,2021,7,205000
3,2,1205,5080,2021-01-25,2021,1,165000
4,1,1285,5120,2021-08-27,2021,8,193000
4,2,1710,5120,2021-07-07,2021,7,180000
4,2,2002,5640,2021-05-07,2021,5,157000
4,2,1994,5120,2021-07-30,2021,7,185000
4,2,2240,5207,2021-06-09,2021,6,180000
3,2,1338,7000,2021-07-12,2021,7,220000
3,1,1092,6800,2021-03-08,2021,3,140000
3,1,858,6750,2021-07-12,2021,7,146000
3,1,1274,5160,2021-05-25,2021,5,159000
4,1,1208,5684,2021-02-24,2021,2,178100
2,1,976,4800,2021-02-02,2021,2,121000
4,2,1260,4800,2021-07-09,2021,7,180000
3,1,1404,5400,2021-07-09,2021,7,179000
3,3,1245,5280,2021-08-27,2021,8,195000
3,1,1318,4800,2021-08-13,2021,8,185000
3,1,842,5040,2021-09-02,2021,9,144900
4,1,1054,4800,2021-07-13,2021,7,145000
3,2,1550,7200,2021-03-02,2021,3,239000
3,2,1323,5040,2021-03-26,2021,3,139900
3,1,1205,4680,2021-03-01,2021,3,122000
3,1,1176,4920,2021-08-26,2021,8,122000
4,2,1322,4920,2021-07-30,2021,7,115000
6,2,2482,5117,2021-05-05,2021,5,182000
3,2,1418,5330,2021-09-10,2021,9,211000
4,2,1904,4838,2021-02-19,2021,2,155000
3,2,1267,4800,2021-02-02,2021,2,165000
3,2,1304,4920,2021-09-20,2021,9,145000
3,2,1134,4920,2021-01-15,2021,1,124000
3,1,1006,5160,2021-02-19,2021,2,115500
4,2,1195,6321,2021-06-04,2021,6,192000
3,2,1245,5635,2021-12-22,2021,12,170000
4,2,1360,5796,2021-08-20,2021,8,205000
4,2,1360,5796,2021-01-18,2021,1,87700
3,2,1247,6445,2021-09-22,2021,9,220000
3,1,992,6000,2021-06-22,2021,6,175000
3,1,1096,5760,2021-08-17,2021,8,124000
3,1,1167,5136,2021-08-30,2021,8,155000
3,2,1663,5358,2021-05-07,2021,5,176000
3,1,1572,4995,2021-08-04,2021,8,170000
3,1,1159,4950,2021-03-17,2021,3,110000
4,2,2134,5460,2021-03-29,2021,3,190000
6,2,2580,5330,2021-02-08,2021,2,187900
4,2,1904,4920,2021-03-25,2021,3,143000
3,2,1087,4896,2021-07-09,2021,7,110000
3,1,986,5453,2021-07-22,2021,7,102000
4,3,2548,9930,2021-07-27,2021,7,205000
5,3,3236,9021,2021-01-06,2021,1,198000
3,3,2354,6944,2021-03-12,2021,3,200000
3,2,1848,7875,2021-08-10,2021,8,196500
3,2,1290,4800,2021-10-08,2021,10,152000
3,2,1316,4995,2021-12-16,2021,12,110000
3,2,1119,5600,2021-10-14,2021,10,145000
4,2,1892,4773,2021-02-23,2021,2,160000
3,2,1847,4800,2021-10-15,2021,10,170000
4,2,2814,4800,2021-02-11,2021,2,170000
3,2,1597,5520,2021-12-28,2021,12,144000
6,4,2574,4800,2021-08-16,2021,8,225000
6,2,1985,4800,2021-04-17,2021,4,200000
2,1,1267,4920,2021-08-27,2021,8,124000
2,1,1157,4920,2021-03-02,2021,3,115000
4,2,1924,4551,2021-05-14,2021,5,160000
4,2,1932,4551,2021-04-16,2021,4,168500
3,1,1272,4551,2021-07-16,2021,7,160000
3,2,1338,4551,2021-06-04,2021,6,215000
4,2,2356,5217,2021-07-30,2021,7,175000
4,2,1587,4920,2021-04-27,2021,4,184900
3,1,974,5822,2021-08-04,2021,8,110000
4,2,1968,4920,2021-08-26,2021,8,145000
2,2,1143,4920,2021-02-04,2021,2,95000
2,2,1384,4920,2021-07-27,2021,7,175900
3,2,1322,4800,2021-03-24,2021,3,174500
4,2,2209,5040,2021-04-20,2021,4,129900
4,2,1994,4920,2021-01-26,2021,1,154900
3,1,1102,2040,2021-08-23,2021,8,35000
3,2,1731,4800,2021-08-16,2021,8,145000
3,1,1274,5160,2021-10-13,2021,10,69900
3,2,1434,5160,2021-04-14,2021,4,117000
3,2,1585,5160,2021-08-13,2021,8,160000
3,2,1865,5160,2021-05-07,2021,5,120000
3,2,1556,4800,2021-07-01,2021,7,101000
3,2,1337,5440,2021-07-23,2021,7,160000
4,2,2149,7040,2021-08-17,2021,8,80000
4,2,2103,5120,2021-11-30,2021,11,85000
4,2,1930,4800,2021-08-10,2021,8,110000
2,2,1163,4800,2021-05-27,2021,5,65000
4,2,1404,4800,2021-09-24,2021,9,155700
3,1,1470,4800,2021-08-05,2021,8,135000
2,2,1548,4800,2021-03-18,2021,3,208000
4,1,1267,4800,2021-06-08,2021,6,95000
2,1,950,5100,2021-11-11,2021,11,65000
3,1,1166,5160,2021-07-29,2021,7,91000
3,2,2190,4840,2021-01-20,2021,1,168000
4,2,1992,4840,2021-01-29,2021,1,141900
3,2,1169,4840,2021-10-14,2021,10,75000
3,2,1098,4620,2021-07-28,2021,7,122500
3,2,1775,4340,2021-03-31,2021,3,87000
5,2,2056,4060,2021-05-19,2021,5,197000
3,2,1402,4680,2021-08-11,2021,8,70250
4,2,1851,4680,2021-01-25,2021,1,100000
4,2,1663,4800,2021-06-22,2021,6,85000
3,2,1767,4600,2021-08-03,2021,8,115500
4,2,1577,6480,2021-05-05,2021,5,150000
4,2,1974,7810,2021-09-16,2021,9,90000
4,2,2378,12240,2021-04-15,2021,4,165000
4,1,1081,6160,2021-04-29,2021,4,135000
4,2,2224,3515,2021-01-22,2021,1,76000
3,1,1414,7200,2021-06-29,2021,6,170000
3,1,1397,5104,2021-07-23,2021,7,150000
2,1,1297,5280,2021-07-28,2021,7,120000
5,2,2261,5740,2021-06-28,2021,6,80000
3,2,1346,4800,2021-07-09,2021,7,67000
3,2,1532,4800,2021-03-19,2021,3,76300
4,1,1100,4800,2021-01-20,2021,1,115000
3,1,942,4800,2021-06-17,2021,6,80000
4,2,2058,4800,2021-05-03,2021,5,170000
4,2,1932,4800,2021-09-30,2021,9,135000
4,2,2048,5280,2021-08-03,2021,8,130000
2,1,1170,4800,2021-09-22,2021,9,130000
3,2,1216,5600,2021-06-21,2021,6,150000
3,2,1353,8064,2021-03-12,2021,3,147000
3,1,1093,5160,2021-11-19,2021,11,89900
4,2,1334,4130,2021-03-25,2021,3,48000
3,1,1120,4375,2021-09-09,2021,9,85000
3,1,1194,4920,2021-05-07,2021,5,68000
3,1,1086,3552,2021-08-02,2021,8,87000
4,2,1650,6360,2021-08-24,2021,8,75000
4,2,2094,5845,2021-05-28,2021,5,75000
6,2,1647,4572,2021-09-30,2021,9,120000
2,1,1017,2720,2021-03-23,2021,3,44000
4,1,1353,3600,2021-04-29,2021,4,63400
2,1,1194,4200,2021-04-26,2021,4,51000
3,2,1539,4440,2021-03-11,2021,3,110000
4,2,1927,5535,2021-06-14,2021,6,85500
3,1,1580,3600,2021-01-28,2021,1,70000
4,2,2127,4033,2021-10-19,2021,10,95000
4,1,1276,3270,2021-11-17,2021,11,65000
4,2,1786,4070,2021-08-09,2021,8,50000
5,2,1779,7920,2021-09-01,2021,9,117900
4,2,2472,4560,2021-04-13,2021,4,63000
4,2,1874,4536,2021-07-16,2021,7,51495
4,2,2206,4914,2021-05-26,2021,5,105000
